bucket,path,size,mtime
B,data/raw/Development_data_files/RELIANCE.csv,139306,2026-07-14 03:58
B,data/raw/Development_data_files/SBIN.csv,130719,2026-07-14 03:58
B,data/raw/Development_data_files/SHREECEM.csv,147306,2026-07-14 03:58
B,data/raw/Development_data_files/SHRIRAMFIN.csv,131883,2026-07-14 03:58
B,data/raw/Development_data_files/SOLARINDS.csv,133863,2026-07-14 03:58
B,data/raw/Development_data_files/SUNPHARMA.csv,131705,2026-07-14 03:58
B,data/raw/Development_data_files/TATACONSUM.csv,135152,2026-07-14 03:58
B,data/raw/Development_data_files/TATAPOWER.csv,123521,2026-07-14 03:58
B,data/raw/Development_data_files/TATASTEEL.csv,128464,2026-07-14 03:58
B,data/raw/Development_data_files/TCS.csv,140469,2026-07-14 03:58
B,data/raw/Development_data_files/TECHM.csv,133649,2026-07-14 03:58
B,data/raw/Development_data_files/TITAN.csv,135148,2026-07-14 03:58
B,data/raw/Development_data_files/TMPV.csv,134751,2026-07-14 03:58
B,data/raw/Development_data_files/TORNTPHARM.csv,134679,2026-07-14 03:58
B,data/raw/Development_data_files/TRENT.csv,130729,2026-07-14 03:58
B,data/raw/Development_data_files/TVSMOTOR.csv,131118,2026-07-14 03:58
B,data/raw/Development_data_files/ULTRACEMCO.csv,139663,2026-07-14 03:58
B,data/raw/Development_data_files/UNIONBANK.csv,123446,2026-07-14 03:58
B,data/raw/Development_data_files/UNITDSPR.csv,131045,2026-07-14 03:58
B,data/raw/Development_data_files/VEDL.csv,129342,2026-07-14 03:58
B,data/raw/Development_data_files/WIPRO.csv,131243,2026-07-14 03:58
B,data/raw/Development_data_files/ZYDUSLIFE.csv,128311,2026-07-14 03:58
B,data/raw/MidCap150/.DS_Store,6148,2026-08-21 18:09
B,data/raw/MidCap150/clean/360ONE.csv,329506,2026-08-11 11:38
B,data/raw/MidCap150/clean/3MINDIA.csv,979576,2026-08-11 11:38
B,data/raw/MidCap150/clean/ABBOTINDIA.csv,1031770,2026-08-11 11:39
B,data/raw/MidCap150/clean/ABCAPITAL.csv,380309,2026-08-11 11:39
B,data/raw/MidCap150/clean/ACC.csv,951525,2026-08-11 11:39
B,data/raw/MidCap150/clean/AIAENG.csv,837311,2026-08-11 11:39
B,data/raw/MidCap150/clean/AIIL.csv,364481,2026-08-11 11:39
B,data/raw/MidCap150/clean/AJANTPHARM.csv,1005539,2026-08-11 11:40
B,data/raw/MidCap150/clean/ALKEM.csv,454589,2026-08-11 11:40
B,data/raw/MidCap150/clean/ANTHEM.csv,37960,2026-08-11 11:40
B,data/raw/MidCap150/clean/APARINDS.csv,934024,2026-08-11 11:40
B,data/raw/MidCap150/clean/APLAPOLLO.csv,849411,2026-08-11 11:40
B,data/raw/MidCap150/clean/APOLLOTYRE.csv,964576,2026-08-11 11:40
B,data/raw/MidCap150/clean/ASHOKLEY.csv,944040,2026-08-11 11:40
B,data/raw/MidCap150/clean/ASTRAL.csv,776120,2026-08-11 11:41
B,data/raw/MidCap150/clean/ATGL.csv,323012,2026-08-11 11:41
B,data/raw/MidCap150/clean/AUBANK.csv,382590,2026-08-11 11:41
B,data/raw/MidCap150/clean/AUROPHARMA.csv,969658,2026-08-11 11:41
B,data/raw/MidCap150/clean/AWL.csv,182953,2026-08-11 11:41
B,data/raw/MidCap150/clean/BAJAJHFL.csv,75415,2026-08-11 11:41
B,data/raw/MidCap150/clean/BALKRISIND.csv,948112,2026-08-11 11:41
B,data/raw/MidCap150/clean/BANKINDIA.csv,967696,2026-08-11 11:42
B,data/raw/MidCap150/clean/BDL.csv,347012,2026-08-11 11:42
B,data/raw/MidCap150/clean/BERGEPAINT.csv,960552,2026-08-11 11:42
B,data/raw/MidCap150/clean/BHARATFORG.csv,978108,2026-08-11 11:42
B,data/raw/MidCap150/clean/BHARTIHEXA.csv,96331,2026-08-11 11:42
B,data/raw/MidCap150/clean/BHEL.csv,938965,2026-08-11 11:42
B,data/raw/MidCap150/clean/BIOCON.csv,894560,2026-08-11 11:43
B,data/raw/MidCap150/clean/BLUESTARCO.csv,1005632,2026-08-11 11:43
B,data/raw/MidCap150/clean/COCHINSHIP.csv,388386,2026-08-11 11:43
B,data/raw/MidCap150/clean/COFORGE.csv,874785,2026-08-11 11:43
B,data/raw/MidCap150/clean/COLPAL.csv,959804,2026-08-11 11:43
B,data/raw/MidCap150/clean/CONCOR.csv,970639,2026-08-11 11:44
B,data/raw/MidCap150/clean/COROMANDEL.csv,981194,2026-08-11 11:44
B,data/raw/MidCap150/clean/CRISIL.csv,954308,2026-08-11 11:44
B,data/raw/MidCap150/clean/DABUR.csv,940241,2026-08-11 11:44
B,data/raw/MidCap150/clean/DALBHARAT.csv,330686,2026-08-11 11:44
B,data/raw/MidCap150/clean/DIXON.csv,379332,2026-08-11 11:44
B,data/raw/MidCap150/clean/ENDURANCE.csv,429867,2026-08-11 11:44
B,data/raw/MidCap150/clean/ESCORTS.csv,954613,2026-08-11 11:45
B,data/raw/MidCap150/clean/EXIDEIND.csv,959005,2026-08-11 11:45
B,data/raw/MidCap150/clean/FEDERALBNK.csv,1093633,2026-08-11 11:45
B,data/raw/MidCap150/clean/FLUOROCHEM.csv,295227,2026-08-11 11:45
B,data/raw/MidCap150/clean/FORTIS.csv,772836,2026-08-11 11:45
B,data/raw/MidCap150/clean/GICRE.csv,366939,2026-08-11 11:45
B,data/raw/MidCap150/clean/GLAXO.csv,959271,2026-08-11 11:46
B,data/raw/MidCap150/clean/GLENMARK.csv,963321,2026-08-11 11:46
B,data/raw/MidCap150/clean/GMRAIRPORT.csv,821933,2026-08-11 11:46
B,data/raw/MidCap150/clean/GODFRYPHLP.csv,965178,2026-08-11 11:46
B,data/raw/MidCap150/clean/GODREJIND.csv,966698,2026-08-11 11:46
B,data/raw/MidCap150/clean/GODREJPROP.csv,723801,2026-08-11 11:46
B,data/raw/MidCap150/clean/GROWW.csv,24981,2026-08-11 11:46
B,data/raw/MidCap150/clean/GVT&D.csv,719748,2026-08-11 11:46
B,data/raw/MidCap150/clean/HAVELLS.csv,953792,2026-08-11 11:47
B,data/raw/MidCap150/clean/HDBFS.csv,39893,2026-08-11 11:47
B,data/raw/MidCap150/clean/HEROMOTOCO.csv,1044659,2026-08-11 11:47
B,data/raw/MidCap150/clean/HEXT.csv,476543,2026-08-11 11:47
B,data/raw/MidCap150/clean/HINDPETRO.csv,1000600,2026-08-11 11:47
B,data/raw/MidCap150/clean/HONAUT.csv,972638,2026-08-11 11:47
B,data/raw/MidCap150/clean/HUDCO.csv,378652,2026-08-11 11:48
B,data/raw/MidCap150/clean/ICICIGI.csv,382078,2026-08-11 11:48
B,data/raw/MidCap150/clean/ICICIPRULI.csv,424569,2026-08-11 11:48
B,data/raw/MidCap150/clean/IDEA.csv,758883,2026-08-11 11:48
B,data/raw/MidCap150/clean/IDFCFIRSTB.csv,454474,2026-08-11 11:48
B,data/raw/MidCap150/clean/INDIANB.csv,788167,2026-08-11 11:48
B,data/raw/MidCap150/clean/INDUSINDBK.csv,976433,2026-08-11 11:48
B,data/raw/MidCap150/clean/INDUSTOWER.csv,589543,2026-08-11 11:48
B,data/raw/MidCap150/clean/IPCALAB.csv,1014287,2026-08-11 11:49
B,data/raw/MidCap150/clean/IRCTC.csv,284978,2026-08-11 11:49
B,data/raw/MidCap150/clean/IREDA.csv,109347,2026-08-11 11:49
B,data/raw/MidCap150/clean/ITCHOTELS.csv,59974,2026-08-11 11:49
B,data/raw/MidCap150/clean/JKCEMENT.csv,863089,2026-08-11 11:49
B,data/raw/MidCap150/clean/JSL.csv,888580,2026-08-11 11:49
B,data/raw/MidCap150/clean/JSWENERGY.csv,703251,2026-08-11 11:49
B,data/raw/MidCap150/clean/JSWINFRA.csv,117091,2026-08-11 11:49
B,data/raw/MidCap150/clean/JUBLFOOD.csv,706792,2026-08-11 11:49
B,data/raw/MidCap150/clean/KALYANKJIL.csv,226639,2026-08-11 11:49
B,data/raw/MidCap150/clean/KEI.csv,895139,2026-08-11 11:50
B,data/raw/MidCap150/clean/KPITTECH.csv,310259,2026-08-11 11:50
B,data/raw/MidCap150/clean/KPRMILL.csv,753674,2026-08-11 11:50
B,data/raw/MidCap150/clean/LAURUSLABS.csv,413140,2026-08-11 11:50
B,data/raw/MidCap150/clean/LENSKART.csv,25323,2026-08-11 11:50
B,data/raw/MidCap150/clean/LGEINDIA.csv,28855,2026-08-11 11:50
B,data/raw/MidCap150/clean/LICHSGFIN.csv,987883,2026-08-11 11:50
B,data/raw/MidCap150/clean/LICI.csv,183473,2026-08-11 11:50
B,data/raw/MidCap150/clean/LINDEINDIA.csv,970183,2026-08-11 11:50
B,data/raw/MidCap150/clean/LLOYDSME.csv,943963,2026-08-11 11:50
B,data/raw/MidCap150/clean/LTF.csv,619095,2026-08-11 11:50
B,data/raw/MidCap150/clean/LTTS.csv,418364,2026-08-11 11:50
B,data/raw/MidCap150/clean/LUPIN.csv,952547,2026-08-11 11:50
B,data/raw/MidCap150/clean/M&MFIN.csv,871248,2026-08-11 11:51
B,data/raw/MidCap150/clean/MAHABANK.csv,887139,2026-08-11 11:51
B,data/raw/MidCap150/clean/MANKIND.csv,136454,2026-08-11 11:51
B,data/raw/MidCap150/clean/MARICO.csv,951409,2026-08-11 11:51
B,data/raw/MidCap150/clean/MCX.csv,597111,2026-08-11 11:51
B,data/raw/MidCap150/clean/MEDANTA.csv,156979,2026-08-11 11:51
B,data/raw/MidCap150/clean/MFSL.csv,1057356,2026-08-11 11:51
B,data/raw/MidCap150/clean/MOTILALOFS.csv,767948,2026-08-11 11:51
B,data/raw/MidCap150/clean/MPHASIS.csv,969480,2026-08-11 11:51
B,data/raw/MidCap150/clean/MRF.csv,972175,2026-08-11 11:52
B,data/raw/MidCap150/clean/NAM-INDIA.csv,373585,2026-08-11 11:52
B,data/raw/MidCap150/clean/NATIONALUM.csv,966118,2026-08-11 11:52
B,data/raw/MidCap150/clean/NAUKRI.csv,784486,2026-08-11 11:52
B,data/raw/MidCap150/clean/NHPC.csv,692901,2026-08-11 11:52
B,data/raw/MidCap150/clean/NIACL.csv,363847,2026-08-11 11:52
B,data/raw/MidCap150/clean/NIFTYMIDCAP150.csv,296601,2026-08-07 14:38
B,data/raw/MidCap150/clean/NLCINDIA.csv,945269,2026-08-11 11:52
B,data/raw/MidCap150/clean/NMDC.csv,919760,2026-08-11 11:52
B,data/raw/MidCap150/clean/NTPCGREEN.csv,66985,2026-08-11 11:52
B,data/raw/MidCap150/clean/NYKAA.csv,196762,2026-08-11 11:52
B,data/raw/MidCap150/clean/OBEROIRLTY.csv,684971,2026-08-11 11:53
B,data/raw/MidCap150/clean/OFSS.csv,1016409,2026-08-11 11:53
B,data/raw/MidCap150/clean/OIL.csv,704857,2026-08-11 11:53
B,data/raw/MidCap150/clean/PAGEIND.csv,809570,2026-08-11 11:53
B,data/raw/MidCap150/clean/PATANJALI.csv,741537,2026-08-11 11:53
B,data/raw/MidCap150/clean/PAYTM.csv,195690,2026-08-11 11:53
B,data/raw/MidCap150/clean/PERSISTENT.csv,707814,2026-08-11 11:53
B,data/raw/MidCap150/clean/PETRONET.csv,956072,2026-08-11 11:53
B,data/raw/MidCap150/clean/PHOENIXLTD.csv,935119,2026-08-11 11:54
B,data/raw/MidCap150/clean/PIIND.csv,725074,2026-08-11 11:54
B,data/raw/MidCap150/clean/POLICYBZR.csv,201799,2026-08-11 11:54
B,data/raw/MidCap150/clean/POLYCAB.csv,313826,2026-08-11 11:54
B,data/raw/MidCap150/clean/POWERINDIA.csv,278585,2026-08-11 11:54
B,data/raw/MidCap150/clean/PREMIERENE.csv,78393,2026-08-11 11:54
B,data/raw/MidCap150/clean/PRESTIGE.csv,675443,2026-08-11 11:54
B,data/raw/MidCap150/clean/RADICO.csv,947718,2026-08-11 11:54
B,data/raw/MidCap150/clean/RVNL.csv,299645,2026-08-11 11:54
B,data/raw/MidCap150/clean/SAIL.csv,931590,2026-08-11 11:54
B,data/raw/MidCap150/clean/SBICARD.csv,272670,2026-08-11 11:54
B,data/raw/MidCap150/clean/SCHAEFFLER.csv,1032601,2026-08-11 11:54
B,data/raw/MidCap150/clean/SJVN.csv,661151,2026-08-11 11:55
B,data/raw/MidCap150/clean/SRF.csv,968288,2026-08-11 11:55
B,data/raw/MidCap150/clean/SUNDARMFIN.csv,975844,2026-08-11 11:55
B,data/raw/MidCap150/clean/SUPREMEIND.csv,987411,2026-08-11 11:55
B,data/raw/MidCap150/clean/SUZLON.csv,863173,2026-08-11 11:56
B,data/raw/MidCap150/clean/SWIGGY.csv,67564,2026-08-11 11:56
B,data/raw/MidCap150/clean/TATACOMM.csv,968156,2026-08-11 11:56
B,data/raw/MidCap150/clean/TATAELXSI.csv,972944,2026-08-11 11:56
B,data/raw/MidCap150/clean/TATAINVEST.csv,968286,2026-08-11 11:56
B,data/raw/MidCap150/clean/THERMAX.csv,959703,2026-08-11 11:56
B,data/raw/MidCap150/clean/TIINDIA.csv,375179,2026-08-11 11:56
B,data/raw/MidCap150/clean/TORNTPOWER.csv,811522,2026-08-11 11:56
B,data/raw/MidCap150/clean/UBL.csv,911698,2026-08-11 11:57
B,data/raw/MidCap150/clean/UNOMINDA.csv,882429,2026-08-11 11:57
B,data/raw/MidCap150/clean/UPL.csv,906922,2026-08-11 11:57
B,data/raw/MidCap150/clean/VMM.csv,63052,2026-08-11 11:57
B,data/raw/MidCap150/clean/VOLTAS.csv,952429,2026-08-11 11:57
B,data/raw/MidCap150/clean/WAAREEENER.csv,72446,2026-08-11 11:57
B,data/raw/MidCap150/clean/YESBANK.csv,847589,2026-08-11 11:58
B,data/raw/MidCap150/constituents/360ONE.csv,329506,2026-08-11 11:38
B,data/raw/MidCap150/constituents/3MINDIA.csv,979576,2026-08-11 11:38
B,data/raw/MidCap150/constituents/ABBOTINDIA.csv,1031770,2026-08-11 11:39
B,data/raw/MidCap150/constituents/ABCAPITAL.csv,380309,2026-08-11 11:39
B,data/raw/MidCap150/constituents/ACC.csv,951525,2026-08-11 11:39
B,data/raw/MidCap150/constituents/AIAENG.csv,837311,2026-08-11 11:39
B,data/raw/MidCap150/constituents/AIIL.csv,364481,2026-08-11 11:39
B,data/raw/MidCap150/constituents/AJANTPHARM.csv,1005539,2026-08-11 11:40
B,data/raw/MidCap150/constituents/ALKEM.csv,454589,2026-08-11 11:40
B,data/raw/MidCap150/constituents/ANTHEM.csv,37960,2026-08-11 11:40
B,data/raw/MidCap150/constituents/APARINDS.csv,934024,2026-08-11 11:40
B,data/raw/MidCap150/constituents/APLAPOLLO.csv,849411,2026-08-11 11:40
B,data/raw/MidCap150/constituents/APOLLOTYRE.csv,964576,2026-08-11 11:40
B,data/raw/MidCap150/constituents/ASHOKLEY.csv,944040,2026-08-11 11:40
B,data/raw/MidCap150/constituents/ASTRAL.csv,776120,2026-08-11 11:41
B,data/raw/MidCap150/constituents/ATGL.csv,323012,2026-08-11 11:41
B,data/raw/MidCap150/constituents/AUBANK.csv,382590,2026-08-11 11:41
B,data/raw/MidCap150/constituents/AUROPHARMA.csv,969658,2026-08-11 11:41
B,data/raw/MidCap150/constituents/AWL.csv,182953,2026-08-11 11:41
B,data/raw/MidCap150/constituents/BAJAJHFL.csv,75415,2026-08-11 11:41
B,data/raw/MidCap150/constituents/BALKRISIND.csv,948112,2026-08-11 11:41
B,data/raw/MidCap150/constituents/BANKINDIA.csv,967696,2026-08-11 11:42
B,data/raw/MidCap150/constituents/BDL.csv,347012,2026-08-11 11:42
B,data/raw/MidCap150/constituents/BERGEPAINT.csv,960552,2026-08-11 11:42
B,data/raw/MidCap150/constituents/BHARATFORG.csv,978108,2026-08-11 11:42
B,data/raw/MidCap150/constituents/BHARTIHEXA.csv,96331,2026-08-11 11:42
B,data/raw/MidCap150/constituents/BHEL.csv,938965,2026-08-11 11:42
B,data/raw/MidCap150/constituents/BIOCON.csv,894560,2026-08-11 11:43
B,data/raw/MidCap150/constituents/BLUESTARCO.csv,1005632,2026-08-11 11:43
B,data/raw/MidCap150/constituents/COCHINSHIP.csv,388386,2026-08-11 11:43
B,data/raw/MidCap150/constituents/COFORGE.csv,874785,2026-08-11 11:43
B,data/raw/MidCap150/constituents/COLPAL.csv,959804,2026-08-11 11:43
B,data/raw/MidCap150/constituents/CONCOR.csv,970639,2026-08-11 11:44
B,data/raw/MidCap150/constituents/COROMANDEL.csv,981194,2026-08-11 11:44
B,data/raw/MidCap150/constituents/CRISIL.csv,954308,2026-08-11 11:44
B,data/raw/MidCap150/constituents/DABUR.csv,940241,2026-08-11 11:44
B,data/raw/MidCap150/constituents/DALBHARAT.csv,330686,2026-08-11 11:44
B,data/raw/MidCap150/constituents/DIXON.csv,379332,2026-08-11 11:44
B,data/raw/MidCap150/constituents/ENDURANCE.csv,429867,2026-08-11 11:44
B,data/raw/MidCap150/constituents/ESCORTS.csv,954613,2026-08-11 11:45
B,data/raw/MidCap150/constituents/EXIDEIND.csv,959005,2026-08-11 11:45
B,data/raw/MidCap150/constituents/FEDERALBNK.csv,1093633,2026-08-11 11:45
B,data/raw/MidCap150/constituents/FLUOROCHEM.csv,295227,2026-08-11 11:45
B,data/raw/MidCap150/constituents/FORTIS.csv,772836,2026-08-11 11:45
B,data/raw/MidCap150/constituents/GICRE.csv,366939,2026-08-11 11:45
B,data/raw/MidCap150/constituents/GLAXO.csv,959271,2026-08-11 11:46
B,data/raw/MidCap150/constituents/GLENMARK.csv,963321,2026-08-11 11:46
B,data/raw/MidCap150/constituents/GMRAIRPORT.csv,821933,2026-08-11 11:46
B,data/raw/MidCap150/constituents/GODFRYPHLP.csv,965178,2026-08-11 11:46
B,data/raw/MidCap150/constituents/GODREJIND.csv,966698,2026-08-11 11:46
B,data/raw/MidCap150/constituents/GODREJPROP.csv,723801,2026-08-11 11:46
B,data/raw/MidCap150/constituents/GROWW.csv,24981,2026-08-11 11:46
B,data/raw/MidCap150/constituents/GVT&D.csv,719748,2026-08-11 11:46
B,data/raw/MidCap150/constituents/HAVELLS.csv,953792,2026-08-11 11:47
B,data/raw/MidCap150/constituents/HDBFS.csv,39893,2026-08-11 11:47
B,data/raw/MidCap150/constituents/HEROMOTOCO.csv,1044659,2026-08-11 11:47
B,data/raw/MidCap150/constituents/HEXT.csv,476543,2026-08-11 11:47
B,data/raw/MidCap150/constituents/HINDPETRO.csv,1000600,2026-08-11 11:47
B,data/raw/MidCap150/constituents/HONAUT.csv,972638,2026-08-11 11:47
B,data/raw/MidCap150/constituents/HUDCO.csv,378652,2026-08-11 11:48
B,data/raw/MidCap150/constituents/ICICIGI.csv,382078,2026-08-11 11:48
B,data/raw/MidCap150/constituents/ICICIPRULI.csv,424569,2026-08-11 11:48
B,data/raw/MidCap150/constituents/IDEA.csv,758883,2026-08-11 11:48
B,data/raw/MidCap150/constituents/IDFCFIRSTB.csv,454474,2026-08-11 11:48
B,data/raw/MidCap150/constituents/INDIANB.csv,788167,2026-08-11 11:48
B,data/raw/MidCap150/constituents/INDUSINDBK.csv,976433,2026-08-11 11:48
B,data/raw/MidCap150/constituents/INDUSTOWER.csv,589543,2026-08-11 11:48
B,data/raw/MidCap150/constituents/IPCALAB.csv,1014287,2026-08-11 11:49
B,data/raw/MidCap150/constituents/IRCTC.csv,284978,2026-08-11 11:49
B,data/raw/MidCap150/constituents/IREDA.csv,109347,2026-08-11 11:49
B,data/raw/MidCap150/constituents/ITCHOTELS.csv,59974,2026-08-11 11:49
B,data/raw/MidCap150/constituents/JKCEMENT.csv,863089,2026-08-11 11:49
B,data/raw/MidCap150/constituents/JSL.csv,888580,2026-08-11 11:49
B,data/raw/MidCap150/constituents/JSWENERGY.csv,703251,2026-08-11 11:49
B,data/raw/MidCap150/constituents/JSWINFRA.csv,117091,2026-08-11 11:49
B,data/raw/MidCap150/constituents/JUBLFOOD.csv,706792,2026-08-11 11:49
B,data/raw/MidCap150/constituents/KALYANKJIL.csv,226639,2026-08-11 11:49
B,data/raw/MidCap150/constituents/KEI.csv,895139,2026-08-11 11:50
B,data/raw/MidCap150/constituents/KPITTECH.csv,310259,2026-08-11 11:50
B,data/raw/MidCap150/constituents/KPRMILL.csv,753674,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LAURUSLABS.csv,413140,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LENSKART.csv,25323,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LGEINDIA.csv,28855,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LICHSGFIN.csv,987883,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LICI.csv,183473,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LINDEINDIA.csv,970183,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LLOYDSME.csv,943963,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LTF.csv,619095,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LTTS.csv,418364,2026-08-11 11:50
B,data/raw/MidCap150/constituents/LUPIN.csv,952547,2026-08-11 11:50
B,data/raw/MidCap150/constituents/M&MFIN.csv,871248,2026-08-11 11:51
B,data/raw/MidCap150/constituents/MAHABANK.csv,887139,2026-08-11 11:51
B,data/raw/MidCap150/constituents/MANKIND.csv,136454,2026-08-11 11:51
B,data/raw/MidCap150/constituents/MARICO.csv,951409,2026-08-11 11:51
B,data/raw/MidCap150/constituents/MCX.csv,597111,2026-08-11 11:51
